212
3 10 1 16 McFarsen
217 355 9 26 Fred
949 700 22 13 George
698 108 2 28 Joburg
815 165 38 34 Cheese
959 827 21 10 Nishua
839 952 40 46 Muller
604 451 29 33 Oak
720 549 20 5 OakWasys
671 121 24 23 Lefties
344 564 13 43 FiedOnions
423 179 8 34 YellowWood
645 538 1 31 Savinong
268 787 19 23 Picardi
581 376 13 30 StBernard
805 170 16 14 Pienaar
240 408 2 20 Bloen
983 494 20 1 Bloemgf
73 69 48 12 Bloemfontein
404 355 9 9 Eike
249 211 44 37 Faure
735 905 26 23 Desch
130 35 24 22 Coling
253 596 35 5 Kigeville
886 649 2 43 Davidse
510 553 38 31 Davy
217 253 16 11 Desch
132 566 1 30 Crombi
212 948 31 40 Curry
732 715 28 27 Dale
332 167 41 43 Drukke
953 614 49 49 DiPlessie
509 737 35 14 Duplessie
639 285 8 24 Faber
383 559 19 38 Florida
127 650 16 7 Hoog
654 918 35 32 Hoop
661 655 49 36 Hospital
562 421 49 18 Garbiels
942 14 11 22 Gabriels
494 546 35 31 Georesae
789 583 1 21 Groene
715 835 22 49 Dorpsig
939 352 28 32 Forelle
223 698 44 15 Goridon
957 72 4 30 Eike
727 847 46 33 IrenePARK
285 493 15 34 Ismail
755 354 46 48 Isaccs
410 244 20 45 Jean
885 338 7 7 JohnCoste
151 322 47 31 Joubert
100 269 12 48 Kahler
85 216 43 26 Kanarie
265 905 44 30 Kameel
83 655 41 25 Kannemayer
738 847 27 30 Keerrom
982 974 18 3 Luylo
97 729 16 34 Park
379 115 25 12 Mendi
996 20 4 1 MillStreet
542 247 11 21 MillStreet
146 459 20 10 CeararsPalace
464 8 9 22 Hazell
420 117 2 47 Disa
19 383 28 33 EastRoad
85 77 10 8 Croft
266 195 1 17 Fagen
154 745 1 43 February
857 227 36 45 FirsRoad
870 781 14 30 Haarloft
589 970 28 32 Ibis
310 661 10 29 LaSandra
64 990 26 8 Karre
116 856 9 19 Kennet
489 931 4 20 Kloogf
349 646 47 12 Kadlen
589 128 39 13 Laurel
470 549 31 7 Koorhaan
650 861 48 45 DorpStraat
448 383 1 11 Burg
692 217 27 33 Azalea
988 946 1 9 Skool
757 597 2 27 Rand
885 329 2 47 Skadu
327 827 29 19 Shiraz
509 846 39 14 Provincie
871 910 5 34 Smuts
405 594 41 39 Sonneblom
510 395 34 45 Water
29 635 35 32 Weber
808 375 3 28 Wege
600 809 39 47 Westys
695 105 4 45 Wiolliams
80 162 20 34 Woltemade
507 251 26 6 Stauarts
283 9 11 15 Hill
153 759 40 15 WorldsView
100 615 28 48 JacobsHouse
412 353 1 46 Kadlen
100 100 20 20 FredYFredYFredYFredYFredYFredYFredYFredY
345 653 1 1 Rondebosch
811 394 21 5 RoseBank
843 926 26 49 Godfrey
715 753 4 49 Juniper
293 452 25 46 Leerdam
593 986 6 26 Little
371 524 33 35 Louis
569 241 16 22 Ludwig
961 66 46 32 Lourens
858 843 3 24 Nassau
196 881 10 35 NationalRoute
867 354 27 8 Abbitior
627 523 12 24 Dam
428 254 13 42 Baker
518 789 22 34 Auret
152 252 24 33 Boschendal
259 845 4 15 Bosman
909 219 40 48 Bairds
915 970 23 18 Baker
434 747 4 19 Elizabeth
888 926 8 18 PortElizabeth
61 329 7 30 Algoa
717 954 31 14 Anderson
573 175 44 31 Drakenstein
986 399 30 12 Conradie
183 637 22 39 Karl
379 952 46 36 Galjoen
644 273 20 16 PalmStreet
