103
50 75 3 4 Langa
49 91 3 3 BishopsCourt
38 21 7 7 CapeTown
500 591 12 12 Johannesburg
392 782 7 4 Bloemfontein
873 892 8 5 Durban
334 98 3 4 George
662 772 12 11 SomersetWest
987 991 9 9 Khayalitsha
761 323 7 2 RivierSonderEnd
897 102 6 9 Fredeskop
672 923 9 9 Fred
734 723 10 10 Ceres
223 234 17 15 Constantia
555 123 5 6 Llandudno
623 124 5 6 HoutBay
524 345 9 7 Champmans
233 789 5 6 Retreat
638 324 5 6 Nyanga
138 12 5 6 MitchellsPlain
345 7 17 15 GrassyPark
343 566 5 6 Bellville
343 345 9 7 Kraaifontein
332 836 9 7 Kuilsrivier
334 824 17 15 Stellenbosch
933 652 17 15 Somersetwes
694 627 5 6 Klapmuts
538 824 5 6 Elsenburg
459 934 17 15 Knorhoek
789 243 5 5 Pniel
238 724 5 5 Languedoc
345 143 5 5 Simondium
347 836 5 5 Robertsvlei
825 987 5 5 Dagbreek
378 153 17 15 Malmesbury
326 824 9 7 Tulbagh
321 264 9 7 Worcester
331 154 9 7 Franschhoek
23 673 17 15 Stellenbosch
123 100 4 4 Philadelphia
342 99 4 4 Steelwater
325 98 9 7 Atlantis
12 974 9 7 Klipheuwel
26 24 4 4 Rietvlei
123 356 5 5 Milnerton
432 346 9 7 Goodwood
987 782 9 7 Pinelands
909 346 20 20 Rosebank
245 123 20 20 Rondebosch
936 1 17 15 Kenilworth
32 341 9 7 Athlone
233 234 4 4 Elsiesrivier
23 912 4 4 Belhar
539 765 17 15 Plumstead
37 165 9 7 Wynberg
356 741 9 7 Constantia
231 628 5 5 Zeekoevlei
234 599 5 5 Lakeside
233 488 4 4 Noordhoek
987 377 17 15 ChapmanssPeak
120 266 4 4 Duierpunt
123 155 4 4 Clifton
541 44 9 7 Khayelitsha
987 833 9 7 Steynrust
233 622 9 7 VanDerStel
320 11 4 4 Haelkop
238 88 4 4 DuToit
231 19 4 4 Heelshoogte
345 428 4 4 Kyle
439 437 4 4 Drakenstein
62 546 9 7 LaMotte
78 565 9 7 LaProvence
82 674 9 7 Lategan
91 673 4 4 TheTwins
23 317 4 4 Assgaaidam
854 227 4 4 Jonkershoek
74 512 4 4 Viljoenspas
311 771 17 15 Pniel
62 179 9 7 Somersetwest
45 228 9 7 Muizemberg
564 477 9 7 Strandfontein
423 665 5 5 Witsandsbaai
432 375 17 15 DieMond
734 334 5 5 Mastbay
34 343 17 15 FasleBay
234 223 4 4 SealIsland
144 430 17 15 GordansBay
342 913 4 4 Strand
324 870 9 7 Steenbrasmond
223 792 9 7 Koeelbaai
434 68 9 7 Kooelbay
577 657 4 4 Rooielbaai
85 56 5 5 PringleBay
432 455 5 5 Hangklip
642 354 4 4 Blokbaai
87 523 9 7 Masbaai
325 243 9 7 SilversandsBay
564 423 9 7 BettysBay
3 152 4 4 Sanddown
538 352 17 15 Botrivier
661 243 17 15 Kleinmond
563 533 9 7 PalmeitBerg
231 765 9 7 Caledon
