1000
3 10 1 6 McFarsen
949 700 8 5 George
698 108 1 11 Joburg
815 165 15 13 Cheese
959 827 8 4 Nishua
839 952 16 18 Muller
604 451 11 13 Oak
720 549 8 2 OakWasys
671 121 9 9 Lefties
344 564 5 17 FiedOnions
423 179 3 13 YellowWood
645 538 1 12 Savinong
268 787 7 9 Picardi
581 376 5 12 StBernard
805 170 6 5 Pienaar
240 408 1 8 Bloen
983 494 8 1 Bloemgf
73 69 19 5 Bloemfontein
404 355 3 3 Eike
249 211 17 15 Faure
735 905 10 9 Desch
130 35 9 9 Coling
253 596 14 2 Kigeville
886 649 1 17 Davidse
510 553 15 12 Davy
217 253 6 4 Desch
132 566 1 12 Crombi
212 948 12 16 Curry
732 715 11 11 Dale
332 167 16 17 Drukke
953 614 19 19 DiPlessie
509 737 14 5 Duplessie
639 285 3 9 Faber
383 559 7 15 Florida
127 650 6 2 Hoog
654 918 14 12 Hoop
661 655 19 14 Hospital
562 421 19 7 Garbiels
942 14 4 9 Gabriels
494 546 14 12 Georesae
789 583 1 8 Groene
715 835 9 19 Dorpsig
939 352 11 12 Forelle
223 698 17 6 Goridon
957 72 1 12 Eike
727 847 18 13 IrenePARK
285 493 6 13 Ismail
755 354 18 19 Isaccs
410 244 8 18 Jean
885 338 2 2 JohnCoste
151 322 18 12 Joubert
100 269 4 19 Kahler
85 216 17 10 Kanarie
265 905 17 12 Kameel
83 655 16 10 Kannemayer
738 847 10 12 Keerrom
982 974 7 1 Luylo
97 729 6 13 Park
379 115 10 5 Mendi
996 20 1 1 MillStreet
542 247 4 8 MillStreet
146 459 8 4 CeararsPalace
464 8 3 9 Hazell
420 117 1 19 Disa
19 383 11 13 EastRoad
85 77 4 3 Croft
266 195 1 7 Fagen
154 745 1 17 February
857 227 14 18 FirsRoad
870 781 5 12 Haarloft
589 970 11 12 Ibis
310 661 4 11 LaSandra
64 990 10 3 Karre
116 856 3 7 Kennet
489 931 1 8 Kloogf
349 646 19 5 Kadlen
589 128 15 5 Laurel
470 549 12 2 Koorhaan
650 861 19 18 DorpStraat
448 383 1 4 Burg
692 217 11 13 Azalea
988 946 1 3 Skool
757 597 1 10 Rand
885 329 1 19 Skadu
327 827 11 7 Shiraz
509 846 15 5 Provincie
871 910 2 13 Smuts
405 594 16 15 Sonneblom
510 395 13 18 Water
29 635 14 12 Weber
808 375 1 11 Wege
600 809 15 18 Westys
695 105 1 18 Wiolliams
80 162 8 13 Woltemade
507 251 10 2 Stauarts
283 9 4 6 Hill
153 759 16 6 WorldsView
100 615 11 19 JacobsHouse
412 353 1 18 Kadlen
345 653 1 1 Rondebosch
811 394 8 2 RoseBank
843 926 10 19 Godfrey
715 753 1 19 Juniper
293 452 10 18 Leerdam
593 986 2 10 Little
371 524 13 14 Louis
569 241 6 8 Ludwig
961 66 18 12 Lourens
858 843 1 9 Nassau
196 881 4 14 NationalRoute
867 354 11 3 Abbitior
627 523 4 9 Dam
428 254 5 17 Baker
518 789 8 13 Auret
152 252 9 13 Boschendal
259 845 1 6 Bosman
909 219 16 19 Bairds
915 970 9 7 Baker
434 747 1 7 Elizabeth
888 926 3 7 PortElizabeth
61 329 2 12 Algoa
717 954 12 5 Anderson
573 175 17 12 Drakenstein
986 399 12 4 Conradie
183 637 9 15 Karl
379 952 18 14 Galjoen
644 273 8 6 PalmStreet
839 522 5 12 Fred
477 532 2 12 AntHill
862 732 5 11 TheHouse
324 55 8 1 CapeTown
920 42 6 5 KieWiet
432 617 1 6 Goura
0 493 1 3 Deville
256 682 9 15 AnnaKloof
271 79 7 18 Bebto
192 585 19 18 Bento
881 741 4 5 China
430 343 4 17 Europa
871 994 18 19 Asia
937 88 18 4 Astralia
219 165 19 16 UnitedStatesOfAmerica
558 126 13 15 SouthAmerica
12 270 17 12 NorthAmerica
253 619 11 12 GrrenLand
731 508 1 16 Taiwan
