1000
3 10 1 3 Cannes
217 355 1 5 Spain
949 700 4 2 France
698 108 1 5 Sisteron
815 165 7 6 Sorrento
959 827 4 2 Rome
839 952 8 9 England
604 451 5 6 Poland
720 549 4 1 Ukraine
671 121 4 4 Moldovia
344 564 2 8 Romainia
423 179 1 6 Bulgaria
645 538 1 6 Greece
268 787 3 4 Croatia
581 376 2 6 Florence
805 170 3 2 Trikala
240 408 1 4 Athens
983 494 4 1 MonteCassino
73 69 9 2 Germany
404 355 1 1 Belarius
249 211 8 7 London
735 905 5 4 Andorea
130 35 4 4 Tyrrenian
253 596 7 1 Lonian
886 649 1 8 Naples
510 553 7 6 BayOfNaples
217 253 3 2 IsleOfWright
132 566 1 6 Switzerland
212 948 6 8 Czech
732 715 5 5 RiverElbe
332 167 8 8 Amsterdam
953 614 9 9 EnglishChannel
509 737 7 2 RhineChruise
639 285 1 4 Paris
383 559 3 7 Nord
127 650 3 1 Bordeaux
654 918 7 6 CosteBrava
661 655 9 7 LesLandes
562 421 9 3 Emporia
942 14 2 4 Esperanza
494 546 7 6 Espungabera
789 583 1 4 Estherville
715 835 4 9 Etowah
939 352 5 6 Euroa
223 698 8 3 Fugu
957 72 1 6 Fukuyama
727 847 9 6 Fuji
285 493 3 6 Fulda
755 354 9 9 Fulton
410 244 4 9 Funing
885 338 1 1 Fushun
151 322 9 6 Gabela
100 269 2 9 Gafsa
85 216 8 5 Gagra
265 905 8 6 Gaibanda
83 655 8 5 Galadi
738 847 5 6 Galena
982 974 3 1 Gamboma
97 729 3 6 Gambia
379 115 5 2 Gaza
996 20 1 1 Geinhausen
542 247 2 4 Gemona
146 459 4 2 Genoa
464 8 1 4 Germiston
420 117 1 9 Gerona
19 383 5 6 Ghadamis
85 77 2 1 Holguin
266 195 1 3 Holstein
154 745 1 8 Holzminden
857 227 7 9 Homoine
870 781 2 6 Homs
589 970 5 6 Hongor
310 661 2 5 Hongsong
64 990 5 1 Honolulu
116 856 1 3 Hoorn
489 931 1 4 Hopetown
349 646 9 2 Horn
589 128 7 2 Hornepayne
470 549 6 1 Hornsea
650 861 9 9 Huangchuan
448 383 1 2 Hue
692 217 5 6 Huevla
988 946 1 1 Iriga
757 597 1 5 Irbit
885 329 1 9 Ipsala
327 827 5 3 Iowa
509 846 7 2 Intra
871 910 1 6 Ishinomaki
405 594 8 7 Itaituba
510 395 6 9 Itambacuri
29 635 7 6 Itapeci
808 375 1 5 Iton
600 809 7 9 Ivano
695 105 1 9 Ixtapa
80 162 4 6 Jaciara
507 251 5 1 Jagdalpur
283 9 2 3 Jalapa
153 759 8 3 Jama
100 615 5 9 Janakpur
412 353 1 9 Jaora
